bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,price
3,2.0,1738,1171,1.5,0,0,3,8,1981,0,47.290369980437234,-122.01931546365257,945758
4,1.5,719,6837,1.5,0,0,5,6,1987,1983,47.51542285571628,-122.20153696325453,851891
3,3.5,2824,2177,2.0,0,4,5,7,2004,2018,47.298274343594166,-122.08286385718962,1347310
6,2.0,1346,3409,3.0,0,2,4,10,1901,1985,47.17631621250364,-121.83501454651132,917820
3,2.0,2564,8137,2.5,0,3,3,5,1915,1985,47.57893842043227,-122.29017396405128,1207006
4,2.0,1830,8278,1.0,0,0,3,6,1913,1998,47.20009828583681,-122.14304843048592,787688
4,3.5,835,18712,1.0,0,2,2,6,1916,0,47.56738843319453,-121.71743750970732,759835
2,2.5,1962,4526,1.5,0,1,4,8,1959,1994,47.553575013433786,-121.85623805004718,1149312
4,3.0,5421,6677,1.5,0,0,4,13,1969,2015,47.66717391109681,-122.17372450884876,2082554
3,2.0,2313,3172,2.0,0,0,4,7,1998,0,47.1976882231945,-121.83569839974007,1035194
6,2.5,1756,5895,3.0,0,0,3,6,1916,2011,47.648436103956165,-121.73468707710803,980786
3,2.5,3095,7627,3.0,0,0,2,11,1944,0,47.79949356816236,-121.90751441904722,1360187
3,3.0,2008,4454,2.0,0,4,4,10,1937,0,47.69572971401013,-122.260503167499,1381102
2,3.5,2007,809,2.5,0,0,4,5,2023,2009,47.62626845342936,-122.499754709488,1151598
6,1.0,1047,6846,2.0,1,1,5,9,2003,2006,47.56351574828629,-121.69715089301172,1371092
4,2.5,2032,7076,1.0,0,1,4,9,1963,2013,47.3952470392798,-121.67736644468384,1124293
4,1.5,3034,2489,2.0,0,0,4,9,2020,2018,47.61135011752412,-121.80239549860563,1398787
2,2.5,1190,1360,2.0,0,1,4,8,1905,0,47.606924624598314,-122.42341906863238,947688
4,2.0,3685,21501,2.0,0,0,4,13,1959,1990,47.5420487978811,-121.91477771249195,1570378
3,2.0,1727,8034,1.0,0,2,3,5,2011,0,47.65739486480848,-121.67897932872839,1045563
5,2.0,1159,3908,1.5,1,0,5,7,2001,0,47.41413472189878,-122.11033167989183,1306337
3,2.5,2977,1576,1.5,0,1,4,8,1948,0,47.184876898492675,-122.30199926577974,1225225
3,2.0,1566,2160,3.0,1,2,3,8,1920,1998,47.491347409326465,-121.91237270275853,1209426
2,3.0,2643,18080,2.0,0,3,2,11,1998,0,47.28553047009794,-121.67369337269912,1280420
4,2.0,1562,5640,2.0,0,3,3,8,1922,2005,47.369103168200404,-122.45113004129294,1072279
4,1.5,1754,2833,2.0,0,1,4,5,1975,1999,47.11219043275886,-121.90304878283926,868367
2,3.0,2314,8181,1.5,0,0,3,8,1956,0,47.367953411542516,-121.85682620466066,1016149
5,2.0,2091,2176,2.0,0,1,3,8,1963,1987,47.666160774294816,-121.89763296065172,1233450
4,2.0,666,22045,2.5,0,2,4,12,1928,0,47.47990565685678,-121.84996631576296,886956
4,2.5,1032,19011,2.0,0,3,3,8,1926,0,47.10686036885378,-121.86862469239584,818501
3,2.0,2877,3082,3.0,0,0,4,9,1905,2006,47.428890674167896,-122.36959611501965,1212464
3,1.5,1692,2621,1.0,0,0,4,9,1920,0,47.30401615335179,-122.26506322305109,1047949
4,2.0,1391,358,1.0,0,2,4,9,1970,2012,47.43428545877802,-121.88100599471099,1024532
3,3.5,916,1117,2.5,0,1,3,9,2006,1995,47.38328490501351,-122.48230683886322,1126142
3,2.5,1053,1287,2.5,0,0,3,7,1940,1980,47.75238545369017,-121.86525548127676,914939
5,2.5,657,5626,3.0,0,1,3,10,1979,1999,47.12882410927411,-121.83461337621497,900766
6,2.5,1718,3546,2.0,0,1,4,9,1904,0,47.578511607897354,-122.26082524013835,1085800
3,2.0,1340,1280,3.0,0,4,4,9,1914,0,47.69571861741122,-121.90186717024686,1084012
3,2.0,1115,3710,2.5,0,1,3,13,1920,0,47.77146700925533,-121.96590993927623,989944
4,3.0,1747,8146,2.5,0,0,4,10,1957,0,47.224345358581004,-122.23930845184688,1111853
3,1.5,2168,8331,2.0,0,0,3,10,1903,0,47.47191336137634,-122.03702598812525,955073
2,2.0,5149,735,1.5,0,0,5,12,1968,2022,47.13051270412205,-121.59037547058782,1648313
3,2.0,848,4323,3.0,0,1,5,6,1906,0,47.44942846711856,-122.07339721954011,717807
4,2.0,3228,1232,2.0,0,1,4,8,1934,1990,47.18782066267869,-121.8701558231205,1163533
4,4.0,2941,12109,2.0,1,0,4,8,1935,0,47.686527672289095,-122.4646491789593,1678363
2,1.5,1224,10765,2.0,0,2,4,7,2020,0,47.17970900182376,-122.4221998866779,1043075
3,2.5,2001,2002,2.0,0,2,4,10,1914,0,47.45930185227055,-122.41869192669668,1249838
3,2.0,1438,2284,2.0,0,0,4,9,1991,1994,47.464767248294926,-121.72175923637356,1010465
4,4.0,1983,3098,1.0,0,0,5,9,1901,0,47.78015534855212,-122.14974310519655,1210158
2,1.5,3845,516,2.5,0,4,4,13,2019,0,47.55848648582722,-122.27238831163419,1811687
3,2.0,2447,6877,2.0,0,0,4,7,1956,1984,47.30148820515376,-121.75267543154828,1093227
5,3.0,2331,3741,2.0,0,2,4,9,1904,2001,47.2685595169567,-122.33003993744383,1160931
3,3.0,1458,12967,1.0,0,1,4,8,1970,0,47.18977374395155,-122.25350747492972,1058639
4,2.0,860,1638,1.0,0,2,4,7,1985,2002,47.62956030683434,-122.06906855672997,1080637
3,2.0,1629,2646,1.0,0,2,3,6,2012,1981,47.58352965932764,-122.16856193098539,1177558
2,2.0,3305,1089,2.0,0,2,3,10,1994,1991,47.52691398911567,-121.91460778896335,1471295
3,2.0,842,1800,1.0,0,3,3,8,1931,0,47.12858831006499,-122.16215938092515,808323
4,2.0,1066,1507,3.0,0,4,4,10,1971,0,47.633980206476004,-122.10704836414111,1241927
5,2.5,1925,13306,1.0,0,1,4,8,1940,0,47.54932130400393,-121.63711339175052,999168
5,2.0,1105,2444,1.0,0,0,5,7,1941,2021,47.77472220767734,-121.615468560372,939331
3,2.0,1216,5564,1.0,0,0,4,7,1974,0,47.51104149091377,-121.6722888091866,960323
4,2.5,1462,3358,1.0,0,2,4,8,1964,2023,47.312766334663195,-121.63516906729537,991472
3,4.0,913,1380,2.0,0,2,3,12,2010,0,47.367064386532526,-121.93027133066089,1202363
3,2.5,1110,4153,2.5,0,0,4,4,1939,0,47.22308849376476,-121.85376678524861,599085
5,1.5,2570,8947,2.0,0,0,4,13,1982,0,47.60603992754097,-121.94282683344505,1466620
2,1.5,940,1468,1.0,0,2,4,13,2007,0,47.595405162015204,-121.71441191594708,1142584
2,4.0,813,11038,1.5,0,0,3,13,1937,2014,47.240455010834374,-121.94899951423855,977319
3,2.0,1319,2101,2.0,0,1,4,8,1941,2006,47.2109425262276,-122.38892303544922,988107
2,1.5,2607,3032,3.0,0,2,4,12,2019,1997,47.15390345324154,-121.69041987954314,1402473
3,2.5,1638,8355,1.0,0,1,4,8,1936,1985,47.73838302057723,-121.73941482932247,984589
4,2.5,1433,2531,2.0,0,0,5,5,1955,1982,47.263148883586396,-121.67969940471737,842475
3,2.5,1848,5102,2.0,0,0,5,7,1970,2023,47.34091446872626,-122.30957053661024,1106199
5,2.0,755,3587,1.5,0,0,5,11,2002,0,47.296353155864246,-122.22838294728503,1067309
5,1.0,2315,5593,2.0,0,0,4,4,1954,2002,47.38953722182755,-122.20424830273647,1056832
3,4.0,2190,454,1.0,0,1,5,8,1988,1983,47.599834159567735,-121.99191946381433,1349660
3,2.0,1473,788,2.0,0,1,4,6,1953,2021,47.709416943608396,-122.36612291583654,1127539
3,2.5,2989,9099,1.0,0,0,3,7,1921,2007,47.22781912466998,-122.11461824672513,1014677
4,3.0,1028,13865,2.0,0,0,3,6,1926,2023,47.58048864061882,-122.31784183892097,843160
3,2.5,3177,1977,1.0,0,0,3,10,2004,1983,47.34679349956974,-122.23523728696726,1441369
4,2.0,1953,3850,3.0,0,4,1,8,1946,0,47.7863690178081,-121.79361236544158,1282122
3,2.0,1528,6599,1.0,0,1,3,11,1937,0,47.309243411498855,-121.64518884368272,986331
4,2.5,1790,9830,2.5,0,3,1,9,2011,1995,47.105035069205506,-122.47709413340282,1187357
3,3.5,1713,646,2.5,0,3,4,12,1938,2001,47.46094798181389,-121.934103036645,1364056
3,3.5,3328,2026,3.0,0,1,3,8,1914,0,47.205511758993154,-122.46394023793773,1266049
6,1.5,1055,3524,2.0,0,2,3,9,2018,0,47.13114609877288,-122.41475075498845,1084139
5,2.0,1234,9928,2.0,0,0,4,8,1965,0,47.5887884623634,-121.7949159653859,959239
3,3.5,3035,59780,1.5,0,2,4,8,1960,2011,47.61258149775592,-121.76439189349789,1330621
5,3.0,1342,3912,1.0,0,0,5,10,1959,0,47.42248930918155,-121.6860193268272,951844
4,3.5,2836,1203,2.0,1,3,4,9,1907,1991,47.5738198617296,-122.0257584882297,1627160
5,2.0,4228,7348,1.0,0,0,4,10,1943,0,47.47676761377299,-121.6401925179838,1428368
5,2.5,1478,18416,3.0,0,2,3,9,1942,0,47.54086077540535,-122.33316170835838,1190455
3,3.0,2541,5475,1.0,0,0,3,7,1905,2018,47.517692781231574,-122.250283586365,1139444
2,2.5,1015,1984,2.0,0,3,3,9,1983,0,47.56607593483891,-122.36549785239802,1169678
3,2.0,2636,12810,2.0,0,0,3,7,1926,0,47.23974145407122,-121.70246273941812,950971
4,1.0,1997,9542,2.0,0,2,5,8,1944,0,47.28809463402569,-122.27132488161338,1037544
4,2.5,2290,1761,2.0,0,1,1,9,1922,0,47.40797420465538,-122.3444887572417,1180068
3,2.0,1309,7197,1.0,0,0,3,13,2011,1988,47.41228960659343,-121.87688931241195,1265168
3,2.5,787,13323,2.0,0,1,3,5,2003,0,47.642088198110834,-122.42291797363933,1056637
5,4.0,2325,16024,1.5,0,4,4,6,1980,1993,47.35717556146067,-122.45509972277982,1347390
6,2.0,644,4598,3.0,0,0,3,6,2021,0,47.21375360924143,-122.39328235144754,912140
4,3.0,1542,3435,2.0,0,3,4,8,1912,2010,47.27602617934375,-122.49975911601284,1075195
3,2.0,2894,16768,3.0,1,1,3,10,1967,2006,47.25031345166896,-121.8030098457782,1470563
3,2.5,1990,1465,1.0,0,3,3,10,1983,2022,47.612162013479214,-121.93776467828552,1337367
2,4.0,4789,7620,1.5,0,0,3,9,2005,2017,47.429237730238185,-122.29012489096228,1862564
6,1.5,3018,1248,1.0,0,1,4,10,1963,0,47.59604148857969,-122.26699505202241,1510969
3,1.0,1303,14262,1.0,0,3,2,7,1924,0,47.39135377653034,-121.68903140152996,791083
4,2.0,1832,3796,1.0,0,1,4,6,1985,1999,47.72281492175273,-121.9981798841397,1176226
3,1.5,1765,17475,2.0,0,1,4,5,1951,0,47.78846421540591,-121.80147164291826,928294
4,3.0,819,8033,1.0,0,0,4,10,1947,0,47.56888975609183,-122.04724454872509,963369
4,3.5,1129,1446,2.0,0,0,3,9,1960,0,47.70466879006535,-122.26228197397921,1165774
5,2.0,1365,20427,2.5,0,1,3,9,1916,0,47.45555328702044,-121.5295971993171,908222
3,2.0,653,23184,2.0,0,2,2,7,1939,1980,47.75423458824773,-121.93435243662461,972049
2,2.0,1851,11876,1.5,0,1,4,8,1974,0,47.68211053997098,-122.36901809623208,1219549
3,3.0,1596,2294,1.5,0,0,4,12,1988,0,47.794245000236224,-122.0939099578161,1278348
6,1.0,783,3619,2.0,0,1,4,5,1968,1996,47.53616561472945,-122.1706625880531,809136
5,2.5,2213,5684,1.0,1,0,4,9,1984,0,47.64544471818776,-122.28591253141148,1655442
4,2.5,2586,2431,2.0,0,1,4,7,1925,2021,47.480007697984746,-121.56656001075974,1039889
4,2.5,2025,26698,1.5,0,3,4,5,1979,0,47.281384072989994,-121.61908000454025,1000721
4,2.0,1537,5677,2.5,0,2,3,9,1955,1991,47.34832861979083,-122.30085288347988,1080537
3,3.0,2430,329,2.0,0,0,4,7,1939,0,47.72580379031192,-122.14785211094448,1255131
6,1.5,2540,6900,2.0,1,3,2,9,1984,0,47.13916356261903,-121.73768460832918,1481715
3,2.0,2108,3469,1.5,0,1,4,9,2011,0,47.514035920252084,-122.29149395185978,1282294
3,3.5,1197,4559,1.0,0,2,3,8,1995,0,47.36073882275288,-121.90843513739576,1123077
4,3.0,2076,3399,2.0,0,0,3,9,1967,2009,47.37068477660389,-121.80020605787519,1166013
2,1.0,3287,11015,2.0,0,2,5,8,2001,1997,47.71919984448964,-121.84602767428923,1559677
3,2.0,1341,15058,1.0,0,0,4,7,2021,0,47.697675662182355,-121.7935913597245,1144287
4,2.0,5161,6522,1.0,0,1,3,9,2016,0,47.51918966290073,-121.79330041097124,1868677
2,2.0,1390,3500,1.0,0,0,2,8,1907,0,47.291043193183036,-121.53519408015107,629229
4,2.0,1837,4715,2.0,0,0,4,4,1972,0,47.432819442313416,-122.15350111047968,995482
3,1.5,1291,5012,1.0,0,0,5,11,1944,0,47.38580537565245,-121.62140957562416,997564
3,2.5,2021,2202,2.0,0,0,4,8,1916,2022,47.34753262044175,-122.47819293748489,1132058
3,3.0,756,8768,2.0,0,0,5,10,1940,0,47.17194990499011,-122.21179703667671,882990
3,2.5,1376,7785,2.0,0,2,3,10,1976,1998,47.480179720700725,-122.45134421800087,1184337
4,2.5,1047,22935,2.5,0,0,4,8,1908,1992,47.311281908512136,-121.84879604004416,723457
3,1.5,1934,17246,2.5,0,1,4,8,1969,2009,47.562565560049265,-122.39920962926838,1236242
4,4.0,2972,2475,2.0,0,0,4,8,1990,0,47.32344275507787,-121.65429313634796,1271800
4,3.0,2497,11162,1.0,0,4,2,8,2005,1999,47.40181444519436,-121.85340831620974,1393377
4,3.0,552,1898,2.0,0,4,4,10,2000,2012,47.136652261936085,-122.4711845989464,1107020
6,3.0,5019,9856,2.0,1,0,4,9,2002,0,47.79477664893383,-121.78522263456537,2150690
4,3.5,2095,2931,2.0,1,1,4,6,2006,0,47.45532726829262,-121.63796505274304,1440842
3,2.5,1226,1766,2.0,0,0,4,8,1923,2021,47.11696631591492,-121.83887899233785,758564
2,2.0,1955,6503,1.0,0,4,4,13,1972,2002,47.4788614611328,-122.46947578406497,1506877
3,2.5,1974,338,2.0,0,1,4,8,2020,0,47.70924779951395,-121.6420804515396,1193201
4,3.0,1295,853,1.0,0,0,3,9,2005,1981,47.64078649398634,-121.76753608706596,1119639
2,3.0,1996,4115,2.0,0,0,3,9,1910,0,47.590634678890616,-122.12154868751601,1026192
4,2.5,1334,5337,1.5,0,0,4,7,1934,0,47.197625258219325,-122.1713697416845,801495
4,1.5,1477,3397,2.0,0,0,5,8,1928,0,47.56041595529123,-122.02017981859257,933036
3,2.0,1282,1012,1.0,0,2,2,9,1907,0,47.63640886460858,-121.63289824906212,860913
5,3.5,883,2169,2.0,0,1,4,8,1916,1992,47.50069334477585,-122.24794064813044,988335
3,2.5,1944,7267,2.0,0,0,3,8,1970,2002,47.724924303164244,-122.3990361887588,1234759
2,2.5,2422,8793,1.0,0,0,3,9,1911,2011,47.29389284724942,-121.63536362703896,992713
4,2.0,2338,4835,2.0,0,0,4,9,2011,0,47.26950128981748,-122.47371015111928,1321150
4,2.0,2724,15628,2.0,0,0,4,7,1978,2006,47.70869882145985,-121.58900297775594,1245220
4,3.5,2126,7312,2.0,0,3,1,6,2016,0,47.537778770094015,-122.1942548056986,1326596
3,2.5,1385,2327,1.5,0,0,4,7,1992,0,47.1010130543647,-121.99177729831173,928653
3,3.0,2751,3712,2.0,0,1,4,8,2008,2014,47.347191985957735,-122.36770447524778,1290150
5,2.5,917,1208,2.0,0,0,5,7,1949,0,47.70049919007027,-121.59774503062332,912414
5,2.5,1152,4411,2.0,0,0,3,8,2013,0,47.11912365814922,-121.7501637766156,944981
4,2.0,1116,14944,2.0,0,1,4,5,1923,0,47.10227354978306,-121.57584441339196,713420
3,3.0,3102,9752,2.0,0,1,3,8,1936,0,47.296881503367594,-121.81677094888184,1141361
4,2.0,2896,19970,1.0,0,1,3,7,1977,2000,47.73980002590649,-122.31530622325768,1347172
3,2.0,2306,3630,1.0,0,1,4,8,2023,2023,47.731034307029006,-122.19173299701374,1285601
2,2.5,3090,18884,1.0,0,1,4,8,1910,2003,47.46313336206106,-122.01315142489652,1130073
6,3.5,1164,4050,1.5,0,0,2,7,1998,2011,47.487265809797734,-121.89274179463979,1030545
3,1.5,2152,21409,2.0,0,1,5,11,1980,1999,47.332405607922034,-121.57354056266372,1144411
6,3.0,1698,4808,2.0,0,2,4,7,1958,2013,47.27061566341947,-122.11604853421086,1087962
3,2.0,2761,9968,1.0,0,0,4,9,1954,0,47.67065529794848,-121.79692797809285,1261862
3,2.0,1706,21485,3.0,0,1,4,11,1926,2017,47.17440640234975,-121.53899115108918,966365
4,1.0,1491,4050,2.0,0,0,3,8,2007,0,47.441148059615045,-122.34762593658455,1087493
5,2.0,2369,6114,3.0,0,0,4,10,1966,2016,47.54407808164796,-121.63729041122045,1238571
4,2.5,2801,17834,2.0,0,1,3,6,2018,0,47.17257620325972,-122.0792939296068,1266527
5,1.5,1294,4302,2.0,0,3,5,8,1959,1996,47.46372496683064,-121.76757822407066,986038
4,2.5,1753,1311,1.0,0,3,3,8,1901,1998,47.50426490153871,-122.20646166126292,1098738
4,3.5,1065,41898,1.0,0,0,3,4,1967,2023,47.61974724235515,-122.166015781734,900279
5,1.5,518,3072,1.0,0,1,4,8,1917,2001,47.26438523440327,-122.47286677513193,799630
3,3.0,1998,5760,2.0,0,1,3,7,1919,0,47.30532925230353,-121.52859584683304,859325
4,2.0,2451,15615,1.5,0,0,3,9,1984,1980,47.49866480264312,-121.68654742476922,1191487
3,2.5,2061,2674,2.0,0,2,4,11,1962,0,47.788188486987124,-122.40608204207378,1464981
6,2.0,682,1793,1.5,0,2,5,6,1977,0,47.25224522797408,-121.50049120433623,912959
6,2.0,1517,6334,2.5,0,3,4,7,1971,0,47.790132678986424,-121.89497540279706,1161777
2,2.0,596,818,1.0,0,0,3,8,1901,0,47.600039773138136,-121.64627136203562,669821
4,1.5,3586,3685,1.0,0,0,3,8,1989,0,47.678257448741014,-122.43333923672213,1590351
6,2.0,1050,6279,1.5,0,3,3,9,1982,2014,47.16274888776544,-122.11054882150808,1014879
3,2.5,3387,3752,2.0,1,2,4,8,1941,2015,47.310294131201445,-121.8303488776964,1547829
4,3.5,2901,1050,1.5,0,3,4,5,1927,0,47.14041539575569,-122.3935662813003,1233628
6,3.0,1152,24201,2.0,0,0,3,9,1928,0,47.36008289650222,-122.011097161346,1048496
2,2.5,1026,5450,1.0,1,1,3,10,1968,0,47.786902761944035,-122.05732212545585,1456515
4,1.5,2154,20561,1.5,0,1,3,8,2006,0,47.17369114354444,-122.28395977552643,1108386
3,2.0,1185,3789,2.5,0,0,3,8,1927,0,47.49366094765984,-122.19973016414819,860246
6,2.0,1903,2038,1.0,0,1,3,6,1959,0,47.10424943596967,-121.53288164550501,906721
6,2.0,1420,6432,3.0,0,1,4,7,2004,1983,47.59887797123084,-122.21135151399007,1232788
6,2.5,742,3960,3.0,0,0,3,7,2011,1982,47.23803488466043,-122.28657386603159,967496
4,2.5,592,1513,1.0,0,0,4,8,1989,0,47.19070917598734,-121.96379082893166,781435
5,2.0,2025,21370,1.5,0,1,4,11,2022,0,47.335912468512554,-121.8290419659297,1279014
5,2.0,1365,2637,1.5,0,1,3,8,1904,1995,47.639731008557284,-121.77490688893043,854792
3,3.0,1371,780,2.0,0,3,4,7,1914,2007,47.17462916041785,-121.74575281550308,758001
5,3.0,2560,18548,2.0,0,0,4,7,2009,0,47.260887297059085,-122.46316750848524,1248338
2,2.0,3251,2968,2.0,0,0,3,8,1972,0,47.105925095132115,-122.10623959962044,1239969
4,3.5,1577,2676,2.0,0,4,4,9,1931,0,47.77789040388693,-121.72604192021691,1296147
3,4.0,1524,841,1.0,0,3,3,8,1951,0,47.514501919992206,-121.59514789819987,1117606
3,2.0,2321,28027,2.5,0,0,5,8,1989,0,47.60392974546929,-121.89779987666722,1220493
2,2.0,917,1353,2.0,1,2,4,8,1936,0,47.55596821980921,-122.44769314649031,1223929
4,2.5,2021,5210,2.0,0,0,4,7,1914,0,47.20105519120877,-122.10335419414487,911664
3,3.5,2382,12241,2.5,0,0,5,6,1940,0,47.51645795729579,-122.42577288413155,1100716
4,3.5,2540,7492,2.0,0,0,4,5,1903,1998,47.19199091659888,-121.75146213731541,938400
2,1.5,686,4630,1.0,0,0,4,7,2016,0,47.38086551777419,-122.43649453071833,950347
3,2.0,1235,896,2.0,0,3,4,6,1952,1980,47.4982741951477,-122.31426893326483,965406
4,2.5,1165,2186,2.0,0,2,3,7,1999,0,47.49121677987151,-122.08304157603523,1027458
5,2.5,1900,5930,1.0,0,4,4,9,1983,0,47.18335139818792,-122.03735163288513,1298696
3,2.0,2299,2236,3.0,0,2,2,9,1926,2011,47.124105178752565,-122.09351829968499,1059226
4,3.5,3821,6023,1.0,0,1,2,8,1920,1991,47.65876401971167,-122.036603353394,1495033
5,2.5,1411,9718,2.0,0,2,4,10,1959,0,47.6081457058972,-121.7867608479798,1260616
4,3.0,1409,12868,2.0,0,4,2,7,1985,1991,47.15727323319532,-122.13073117704445,1032516
3,3.5,3212,1442,1.0,0,2,3,10,1963,1986,47.18919086316109,-121.95224954084938,1382154
2,3.0,2097,44207,3.0,0,2,4,8,1970,0,47.724808643472734,-122.19663074247127,1254371
5,2.0,3407,10588,2.5,0,4,1,8,1946,0,47.63839023113525,-122.14637250490952,1472308
2,2.5,2088,4906,2.0,0,0,3,8,1953,2012,47.797312207351666,-121.88620104095791,1104973
5,2.0,1013,14611,1.0,0,2,4,6,1930,0,47.27779121444352,-122.00950534836298,909120
4,2.5,928,52334,1.0,0,3,4,12,1916,0,47.44146209220817,-121.77696370514072,1105764
6,2.0,832,1165,1.5,0,4,4,6,1949,0,47.26552170324365,-121.93946141194824,929594
5,2.5,2517,3923,1.5,0,0,4,7,1906,2001,47.53596009693412,-121.69642591461613,955006
6,2.0,3275,455,2.0,0,1,4,7,1982,2015,47.18078996736392,-122.05659178700529,1365864
3,1.5,4558,5958,3.0,0,2,4,6,1927,2009,47.18907022092012,-122.0089663801332,1393489
5,2.0,2756,7082,2.0,0,0,4,6,1909,2004,47.150321523983585,-121.83002865109906,917001
3,1.0,3233,4726,2.5,0,1,4,5,1926,2022,47.585510257584914,-122.27875605558795,1242941
4,3.0,1352,2554,2.0,0,0,5,7,1912,1994,47.445850804203246,-122.11407046306874,865584
4,3.0,1014,633,2.0,0,0,3,10,1965,1999,47.53241185144824,-121.8751587559883,1054904
5,2.5,2765,7140,2.5,1,1,3,7,1985,2022,47.71551073261255,-122.47112373073426,1717575
6,2.0,2227,21066,2.0,0,1,1,6,2022,0,47.61822993932875,-122.06302856636606,1201792
5,1.5,1907,2721,2.5,0,1,4,9,1983,1988,47.423206042716686,-121.90115006369388,1160820
3,1.0,2194,7631,1.5,0,1,2,13,1959,1998,47.789049191875954,-121.53262446802181,1276760
3,2.0,2125,1024,1.0,0,0,4,7,1942,2015,47.41937927079938,-121.62298343838233,965769
4,3.5,3435,7763,2.5,0,0,4,7,1968,2012,47.17871547126347,-122.21925804705734,1384962
3,2.0,3454,3316,2.0,1,0,4,12,1962,2008,47.7948583230769,-121.99278989597107,1880984
3,2.0,2373,2292,2.5,1,0,3,7,1969,2018,47.11597451101039,-122.44358562733991,1299538
3,1.5,2759,2297,3.0,0,1,4,8,1998,0,47.48491849164142,-122.2592455851822,1377448
3,2.0,2337,3315,1.0,0,2,3,7,1964,0,47.3163668420898,-121.72514413193191,1157738
3,2.5,1435,7204,2.0,0,0,4,11,1998,0,47.45248650571189,-122.37668598772466,1168115
3,2.5,2639,1323,1.5,0,0,4,13,1966,0,47.49109906681616,-122.24230947516604,1402798
2,2.0,900,3303,2.0,0,2,3,10,1953,0,47.26806712739494,-121.55595749826419,754057
2,1.5,3062,4715,2.0,0,0,5,7,1935,0,47.48980112901608,-121.67614419950755,1080450
6,2.0,994,1637,1.5,1,4,3,8,1970,0,47.62924277840388,-121.7181722873511,1390707
3,2.0,2085,29633,2.0,0,2,5,7,1992,2015,47.2865568860708,-121.63544250969784,999776
3,2.0,1184,2093,2.0,0,0,1,10,1914,0,47.368398293319736,-121.75039431341764,796050
4,4.0,2384,2516,1.0,0,0,3,11,1974,2009,47.28776988521484,-122.37941378388176,1326745
3,2.5,1777,1847,2.5,0,1,3,8,1917,2014,47.67439181169174,-121.98343867351477,1038059
6,2.5,814,29687,2.0,1,0,1,9,2007,0,47.60748758144672,-122.05575607919768,1260186
5,2.0,2231,8543,3.0,0,0,4,6,1903,0,47.709837506052885,-122.18884842172962,1073745
2,2.0,1354,1926,1.5,0,0,4,8,1987,2000,47.21903492503116,-121.6659595902804,942284
3,2.5,2808,14857,1.0,1,2,4,9,1910,1995,47.15150574671183,-122.03586079762577,1388780
5,2.5,1809,6007,2.0,0,1,3,8,1905,0,47.183568452701074,-122.43970239864245,883499
6,3.0,2203,6356,1.0,0,0,3,7,2021,0,47.21271283297697,-122.22503441627973,1301797
4,2.0,1120,3482,3.0,0,2,4,4,1950,0,47.47315786247236,-122.27137894197055,926376
4,2.5,1346,2322,1.0,0,1,3,10,1957,0,47.77963844925393,-121.61252111518871,1119251
3,2.0,1437,6889,2.0,0,1,4,10,1959,0,47.350064791631745,-121.852561899361,1047966
6,3.5,2774,2849,2.0,0,0,4,12,1917,0,47.77095578855214,-121.93962373411793,1477176
3,2.5,4182,30235,1.5,0,1,3,9,1978,1988,47.12674055649243,-121.9933507583213,1550448
6,2.5,1208,1381,1.0,0,4,4,8,1966,2019,47.74881054197026,-121.84988697245853,1291666
4,1.5,3097,22837,2.0,0,0,4,7,1916,1993,47.22680682511348,-121.74512445322287,1018949
4,2.5,611,4397,2.0,0,0,4,13,1996,2016,47.73873249000354,-121.94561529416849,1257539
4,1.5,995,6628,1.5,0,0,3,8,1933,2002,47.13935920108082,-121.5617145848474,749664
3,2.0,1119,11306,3.0,0,0,3,9,1929,1997,47.76375361324652,-121.52316582934962,927539
3,1.5,919,2616,1.5,0,0,3,9,1918,0,47.240558785023204,-121.50465768339117,667132
3,2.5,819,11663,2.0,0,3,3,10,1908,0,47.31189984205121,-121.83060888991136,826376
3,2.0,2222,327,2.0,0,3,3,4,1939,2008,47.44365964087207,-121.56737953324412,990447
5,2.0,1624,2392,1.0,0,0,4,7,1943,2014,47.36650461686483,-122.09552030469204,987000
3,3.5,2185,1950,3.0,0,1,4,9,1994,0,47.5672695784842,-121.64040760875261,1273701
2,2.0,2553,1403,1.5,0,1,4,10,1958,0,47.78236543707505,-121.59082570126031,1318836
6,2.5,2064,3964,1.0,0,1,3,9,1990,2003,47.52449854356346,-121.59585952766773,1250101
5,2.0,2512,7228,1.5,1,1,5,8,2010,0,47.60503978660558,-121.66915371709162,1641484
6,1.0,1746,9923,2.0,0,0,3,7,1924,0,47.16160367521399,-122.09340083835875,911562
6,3.0,998,6253,2.0,0,1,4,9,2018,2004,47.539468700349005,-122.34109251801927,1197089
3,1.5,3068,2525,2.0,0,1,5,9,1970,0,47.41769484393249,-122.16604364365556,1318721
3,2.5,1346,7108,1.0,0,2,4,8,1952,1993,47.72004765054374,-121.73271143070191,1024089
5,2.5,1132,5565,1.5,0,2,5,7,1947,2015,47.37174776975017,-122.26711448867002,1128851
4,2.5,1654,12532,2.5,1,0,4,11,1970,0,47.57561790083494,-122.02172793517403,1492838
3,2.5,1145,10688,1.0,0,0,3,8,1983,0,47.25970760978136,-121.93460048201533,924033
5,2.0,1467,5066,2.5,0,3,3,9,1952,0,47.281560773466936,-121.89614143756212,1128421
3,1.0,2147,2003,1.0,0,1,3,7,2007,0,47.363285701645594,-121.5642744516212,991754
